Species,Type,leaf_d13C,leaf_D13C,latitude,longitude,author,year
Alstonia actinophylla,C3,-28.74,20.92490063,-12.65,132.92,Schmidt et al,NA
Alysicarpus heterophyllus,C3,-29.54,21.72490063,-12.65,132.92,Schmidt et al,NA
Buchanania obovata,C3,-28.74,20.92490063,-12.65,132.92,Schmidt et al,NA
Calopogonium mucunoides,C3,-28.7,20.88490063,-12.65,132.92,Schmidt et al,NA
Calytrix brownii,C3,-27.85,20.03490063,-12.65,132.92,Schmidt et al,NA
Calytrix exstipulata,C3,-27.37,19.55490063,-12.65,132.92,Schmidt et al,NA
Cochlospermum fraseri,C3,-28.33,20.51490063,-12.65,132.92,Schmidt et al,NA
Corymbia foelscheana,C3,-28.22,20.40490063,-12.65,132.92,Schmidt et al,NA
Corymbia polycarpa,C3,-26.25,18.43490063,-12.65,132.92,Schmidt et al,NA
Corymbia porrecta,C3,-28.35,20.53490063,-12.65,132.92,Schmidt et al,NA
Corymbia ptychocarpa,C3,-26.93,19.11490063,-12.65,132.92,Schmidt et al,NA
Desmodium brownii,C3,-27.19,19.37490063,-12.65,132.92,Schmidt et al,NA
Desmodium sp,C3,-29.64,21.82490063,-12.65,132.92,Schmidt et al,NA
Anisomeles sp.,C3,-29.63,21.81490063,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-29.52,21.70490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus camaldulensis,C3,-28.59,20.77490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus miniata,C3,-27.69,19.87490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus tetrodonta,C3,-28.91,21.09490063,-12.65,132.92,Schmidt et al,NA
Euphorbia heterophylla,C3,-29.67,21.85490063,-12.65,132.92,Schmidt et al,NA
Euphorbia sp.,C3,-27.68,19.86490063,-12.65,132.92,Schmidt et al,NA
Ficus opposita,C3,-26.78,18.96490063,-12.65,132.92,Schmidt et al,NA
Grevillea pteridifolia,C3,-27.54,19.72490063,-12.65,132.92,Schmidt et al,NA
Jacksonia dilatata,C3,-28.74,20.92490063,-12.65,132.92,Schmidt et al,NA
Lophostemon lactifluus,C3,-27.83,20.01490063,-12.65,132.92,Schmidt et al,NA
Melaleuca fluviatilis,C3,-28.42,20.60490063,-12.65,132.92,Schmidt et al,NA
Melaleuca quinquenervia,C3,-30.02,22.20490063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-28.42,20.60490063,-12.65,132.92,Schmidt et al,NA
Passiflora arizonica,C3,-26.74,18.92490063,-12.65,132.92,Schmidt et al,NA
Senna sp.,C3,-27.82,20.00490063,-12.65,132.92,Schmidt et al,NA
Sida acuta,C3,-26.94,19.12490063,-12.65,132.92,Schmidt et al,NA
Stylosanthes hamata,C3,-27.44,19.62490063,-12.65,132.92,Schmidt et al,NA
Trianthema portulacastrum,C3,-26.43,18.61490063,-12.65,132.92,Schmidt et al,NA
Verticordia cunninghamii,C3,-26.66,18.84490063,-12.65,132.92,Schmidt et al,NA
Vigna lanceolata,C3,-28.52,20.70490063,-12.65,132.92,Schmidt et al,NA
Aegialitis rotundifolia,C3,-28.63,20.81490063,-12.65,132.92,Schmidt et al,NA
Avicennia marina,C3,-27.925,20.10990063,-12.65,132.92,Schmidt et al,NA
Bruguiera sp.,C3,-27.095,19.27990063,-12.65,132.92,Schmidt et al,NA
Excoecaria sp.,C3,-26.445,18.62990063,-12.65,132.92,Schmidt et al,NA
Lumnitzera sp.,C3,-28.305,20.48990063,-12.65,132.92,Schmidt et al,NA
Pluchea sp.,C3,-29.39,21.57490063,-12.65,132.92,Schmidt et al,NA
Sesuvium portulacastrum,C3,-26.215,18.39990063,-12.65,132.92,Schmidt et al,NA
Thespesia sp.,C3,-30.595,22.77990063,-12.65,132.92,Schmidt et al,NA
Xylocarpus moluccensis,C3,-26.15,18.33490063,-12.65,132.92,Schmidt et al,NA
Acacia alleniana,C3,-29.16,21.34490063,-12.65,132.92,Schmidt et al,NA
Acacia difficilis,C3,-29.39,21.57490063,-12.65,132.92,Schmidt et al,NA
Acacia gonocarpa,C3,-27.45,19.63490063,-12.65,132.92,Schmidt et al,NA
Acacia lamprocarpa,C3,-27.3,19.48490063,-12.65,132.92,Schmidt et al,NA
Acacia latescens,C3,-26.98,19.16490063,-12.65,132.92,Schmidt et al,NA
Acacia mimula,C3,-28.81,20.99490063,-12.65,132.92,Schmidt et al,NA
Acacia multisiliqua,C3,-28.29,20.47490063,-12.65,132.92,Schmidt et al,NA
Acacia oncinocarpa,C3,-27.7,19.88490063,-12.65,132.92,Schmidt et al,NA
Allosyncarpia ternata,C3,-28.13,20.31490063,-12.65,132.92,Schmidt et al,NA
Alyxia oblongata,C3,-28.5,20.68490063,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-28.27,20.45490063,-12.65,132.92,Schmidt et al,NA
Actinoschoenus thouarsii,C3,-28.12,20.30490063,-12.65,132.92,Schmidt et al,NA
Bossiaea bossiaeoides,C3,-26.79,18.97490063,-12.65,132.92,Schmidt et al,NA
Brachychiton megaphyllus,C3,-28.91,21.09490063,-12.65,132.92,Schmidt et al,NA
Buchanania obovata,C3,-28.12,20.30490063,-12.65,132.92,Schmidt et al,NA
Cajanus acutifolius,C3,-28.73,20.91490063,-12.65,132.92,Schmidt et al,NA
Calycopeplus collinus,C3,-27.93,20.11490063,-12.65,132.92,Schmidt et al,NA
Calytrix achaeta,C3,-28.84,21.02490063,-12.65,132.92,Schmidt et al,NA
Calytrix exstipulata,C3,-29.06,21.24490063,-12.65,132.92,Schmidt et al,NA
Cartonema parviflorum,C3,-29.62,21.80490063,-12.65,132.92,Schmidt et al,NA
Clerodendron sp.,C3,-31.65,23.83490063,-12.65,132.92,Schmidt et al,NA
Cochlospermum fraseri,C3,-28.19,20.37490063,-12.65,132.92,Schmidt et al,NA
Corymbia latifolia,C3,-28.67,20.85490063,-12.65,132.92,Schmidt et al,NA
Corymbia porrecta,C3,-28.62,20.80490063,-12.65,132.92,Schmidt et al,NA
Dampiera sp.,C3,-29.48,21.66490063,-12.65,132.92,Schmidt et al,NA
Dianella sp.,C3,-30.04,22.22490063,-12.65,132.92,Schmidt et al,NA
Dolichandrone filiformis,C3,-28.73,20.91490063,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-28.43,20.61490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus miniata,C3,-28.87,21.05490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus tetrodonta,C3,-27.93,20.11490063,-12.65,132.92,Schmidt et al,NA
Evolvulus alsinoides,C3,-27.42,19.60490063,-12.65,132.92,Schmidt et al,NA
Exocarpos latifolius,C3,-30.11,22.29490063,-12.65,132.92,Schmidt et al,NA
Ficus opposita,C3,-29.53,21.71490063,-12.65,132.92,Schmidt et al,NA
Fimbristylis sp.,C3,-25.64,17.82490063,-12.65,132.92,Schmidt et al,NA
Flemingia parviflora,C3,-27.89,20.07490063,-12.65,132.92,Schmidt et al,NA
Galactia megalophylla,C3,-28.48,20.66490063,-12.65,132.92,Schmidt et al,NA
Galactia latifolia,C3,-30.67,22.85490063,-12.65,132.92,Schmidt et al,NA
Gardenia ewartii,C3,-28.74,20.92490063,-12.65,132.92,Schmidt et al,NA
Gompholobium subulatum,C3,-29.71,21.89490063,-12.65,132.92,Schmidt et al,NA
Goodenia sp.,C3,-30.41,22.59490063,-12.65,132.92,Schmidt et al,NA
Grevillea decurrens,C3,-29.03,21.21490063,-12.65,132.92,Schmidt et al,NA
Grevillea mimosoides,C3,-29.38,21.56490063,-12.65,132.92,Schmidt et al,NA
Grevillea pteridifolia,C3,-29.85,22.03490063,-12.65,132.92,Schmidt et al,NA
Haemodorum coccineum,C3,-28.01,20.19490063,-12.65,132.92,Schmidt et al,NA
Hibiscus meraukensis,C3,-28.91,21.09490063,-12.65,132.92,Schmidt et al,NA
Livistona humilis,C3,-29.05,21.23490063,-12.65,132.92,Schmidt et al,NA
Livistona inermis,C3,-28.36,20.54490063,-12.65,132.92,Schmidt et al,NA
Lophostemon lactifluus,C3,-30.68,22.86490063,-12.65,132.92,Schmidt et al,NA
Maytenus ferdinandi,C3,-27.64,19.82490063,-12.65,132.92,Schmidt et al,NA
Owenia vernicosa,C3,-28.33,20.51490063,-12.65,132.92,Schmidt et al,NA
Pachynema sp.,C3,-26.65,18.83490063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-28.52,20.70490063,-12.65,132.92,Schmidt et al,NA
Persoonia falcata,C3,-29.68,21.86490063,-12.65,132.92,Schmidt et al,NA
Petalostigma pubescens,C3,-27.82,20.00490063,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-27.92,20.10490063,-12.65,132.92,Schmidt et al,NA
Portulaca bicolor,C3,-28.4,20.58490063,-12.65,132.92,Schmidt et al,NA
Sauropus sp.,C3,-30.64,22.82490063,-12.65,132.92,Schmidt et al,NA
Stylosanthes hamata,C3,-30.48,22.66490063,-12.65,132.92,Schmidt et al,NA
Tacca leontopetaloides,C3,-28.38,20.56490063,-12.65,132.92,Schmidt et al,NA
Tephrosia remotiflora,C3,-28.2,20.38490063,-12.65,132.92,Schmidt et al,NA
Terminalia carpentariae,C3,-27.3,19.48490063,-12.65,132.92,Schmidt et al,NA
Terminalia ferdinandiana,C3,-28.15,20.33490063,-12.65,132.92,Schmidt et al,NA
Terminalia grandiflora,C3,-28.52,20.70490063,-12.65,132.92,Schmidt et al,NA
Terminalia latipes,C3,-27.63,19.81490063,-12.65,132.92,Schmidt et al,NA
Thecanthes sp.,C3,-29.89,22.07490063,-12.65,132.92,Schmidt et al,NA
Uraria sp.,C3,-30.65,22.83490063,-12.65,132.92,Schmidt et al,NA
Vitex acuminata,C3,-26.51,18.69490063,-12.65,132.92,Schmidt et al,NA
Waltheria sp.,C3,-28.32,20.50490063,-12.65,132.92,Schmidt et al,NA
Xanthostemon paradoxus,C3,-27.54,19.72490063,-12.65,132.92,Schmidt et al,NA
Acacia dimidiata,C3,-29.44,21.62490063,-12.65,132.92,Schmidt et al,NA
Barringtonia acutangula,C3,-28.58,20.76490063,-12.65,132.92,Schmidt et al,NA
Centipeda sp.,C3,-30.55,22.73490063,-12.65,132.92,Schmidt et al,NA
Coldenia procumbens,C3,-28.99,21.17490063,-12.65,132.92,Schmidt et al,NA
Commelina sp.,C3,-29.51,21.69490063,-12.65,132.92,Schmidt et al,NA
Cyperus aquatilis,C3,-27.68,19.86490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus bigalerita,C3,-29.88,22.06490063,-12.65,132.92,Schmidt et al,NA
Glinus sp.,C3,-30.85,23.03490063,-12.65,132.92,Schmidt et al,NA
Goodenia sp.,C3,-27.86,20.04490063,-12.65,132.92,Schmidt et al,NA
Hyptis sp.,C3,-31.39,23.57490063,-12.65,132.92,Schmidt et al,NA
Limnophila sp.,C3,-28.89,21.07490063,-12.65,132.92,Schmidt et al,NA
Livistona sp.,C3,-29.33,21.51490063,-12.65,132.92,Schmidt et al,NA
Lophostemon lactifluus,C3,-29.71,21.89490063,-12.65,132.92,Schmidt et al,NA
Ludwigia octovalvis,C3,-29.69,21.87490063,-12.65,132.92,Schmidt et al,NA
Melaleuca quinquenervia,C3,-30.27,22.45490063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-29.58,21.76490063,-12.65,132.92,Schmidt et al,NA
Phyllanthus carpentariae,C3,-27.89,20.07490063,-12.65,132.92,Schmidt et al,NA
Abrus precatorius,C3,-29.94,22.12490063,-12.65,132.92,Schmidt et al,NA
Acacia auriculiformis,C3,-29.67,21.85490063,-12.65,132.92,Schmidt et al,NA
Adenanthera intermedia,C3,-28.36,20.54490063,-12.65,132.92,Schmidt et al,NA
Alstonia actinophylla,C3,-28.54,20.72490063,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-30.63,22.81490063,-12.65,132.92,Schmidt et al,NA
Bidens bipinnata,C3,-30.55,22.73490063,-12.65,132.92,Schmidt et al,NA
Cathormion umbellatum,C3,-28.88,21.06490063,-12.65,132.92,Schmidt et al,NA
Cayratia sp,C3,-32.02,24.20490063,-12.65,132.92,Schmidt et al,NA
Cupaniopsis anacardioides,C3,-30.99,23.17490063,-12.65,132.92,Schmidt et al,NA
Dioscorea bulbifera,C3,-31.55,23.73490063,-12.65,132.92,Schmidt et al,NA
Dunbaria sp.,C3,-32.33,24.51490063,-12.65,132.92,Schmidt et al,NA
Elaeocarpus arnhemicus,C3,-30.55,22.73490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus alba,C3,-29.66,21.84490063,-12.65,132.92,Schmidt et al,NA
Euphorbia hirta,C3,-30.96,23.14490063,-12.65,132.92,Schmidt et al,NA
Exocarpos latifolius,C3,-30.54,22.72490063,-12.65,132.92,Schmidt et al,NA
Ficus scobina,C3,-28.97,21.15490063,-12.65,132.92,Schmidt et al,NA
Flagellaria guineensis,C3,-30.19,22.37490063,-12.65,132.92,Schmidt et al,NA
Ganophyllum falcatum,C3,-28.53,20.71490063,-12.65,132.92,Schmidt et al,NA
Glycine tomentella,C3,-29.79,21.97490063,-12.65,132.92,Schmidt et al,NA
Glycosmis trifoliata,C3,-31.02,23.20490063,-12.65,132.92,Schmidt et al,NA
Hibiscus meraukensis,C3,-30.21,22.39490063,-12.65,132.92,Schmidt et al,NA
Hyptis sp.,C3,-32.44,24.62490063,-12.65,132.92,Schmidt et al,NA
Indigofera astragalina,C3,-30.96,23.14490063,-12.65,132.92,Schmidt et al,NA
Litsea glutinosa,C3,-29.53,21.71490063,-12.65,132.92,Schmidt et al,NA
Luffa aegyptiaca,C3,-31.29,23.47490063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-30.55,22.73490063,-12.65,132.92,Schmidt et al,NA
Passiflora arizonica,C3,-29.62,21.80490063,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-27.75,19.93490063,-12.65,132.92,Schmidt et al,NA
Senna obtusifolia,C3,-31.98,24.16490063,-12.65,132.92,Schmidt et al,NA
Sida acuta,C3,-29.5,21.68490063,-12.65,132.92,Schmidt et al,NA
Smilax australis,C3,-31.14,23.32490063,-12.65,132.92,Schmidt et al,NA
Sterculia quadrifida,C3,-28.84,21.02490063,-12.65,132.92,Schmidt et al,NA
Strychnos lucida,C3,-29.96,22.14490063,-12.65,132.92,Schmidt et al,NA
Stylosanthes hamata,C3,-30.68,22.86490063,-12.65,132.92,Schmidt et al,NA
Tacca leontopetaloides,C3,-31.41,23.59490063,-12.65,132.92,Schmidt et al,NA
Terminalia microcarpa,C3,-28.91,21.09490063,-12.65,132.92,Schmidt et al,NA
Trema tomentosa,C3,-31.23,23.41490063,-12.65,132.92,Schmidt et al,NA
Vitex acuminata,C3,-27.93,20.11490063,-12.65,132.92,Schmidt et al,NA
Wrightia arborea,C3,-27.95,20.13490063,-12.65,132.92,Schmidt et al,NA
Acacia sp.,C3,-31.18,23.36490063,-12.65,132.92,Schmidt et al,NA
Alphitonia excelsa,C3,-30.24,22.42490063,-12.65,132.92,Schmidt et al,NA
Alysicarpus schomburgkii,C3,-31.24,23.42490063,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-29.17,21.35490063,-12.65,132.92,Schmidt et al,NA
Actinoschoenus thouarsii,C3,-28.34,20.52490063,-12.65,132.92,Schmidt et al,NA
Buchanania obovata,C3,-29.145,21.32990063,-12.65,132.92,Schmidt et al,NA
Corymbia bleeseri,C3,-28.395,20.57990063,-12.65,132.92,Schmidt et al,NA
Corymbia porrecta,C3,-28.665,20.84990063,-12.65,132.92,Schmidt et al,NA
Crotalaria novae-hollandiae,C3,-30.55,22.73490063,-12.65,132.92,Schmidt et al,NA
Desmodium brownii,C3,-30.73,22.91490063,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-28.705,20.88990063,-12.65,132.92,Schmidt et al,NA
Eucalyptus miniata,C3,-29.4,21.58490063,-12.65,132.92,Schmidt et al,NA
Eucalyptus tetrodonta,C3,-29.025,21.20990063,-12.65,132.92,Schmidt et al,NA
Ficus opposita,C3,-29.68,21.86490063,-12.65,132.92,Schmidt et al,NA
Galactia latifolia,C3,-30.69,22.87490063,-12.65,132.92,Schmidt et al,NA
Gardenia ewartii,C3,-30.865,23.04990063,-12.65,132.92,Schmidt et al,NA
Indigofera linifolia,C3,-30.52,22.70490063,-12.65,132.92,Schmidt et al,NA
Kailarsenia suffruticosa,C3,-28.99,21.17490063,-12.65,132.92,Schmidt et al,NA
Livistona humilis,C3,-28.36,20.54490063,-12.65,132.92,Schmidt et al,NA
Lomandra sp.,C3,-26.49,18.67490063,-12.65,132.92,Schmidt et al,NA
Pachynema junceum,C3,-29.7,21.88490063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-28.75,20.93490063,-12.65,132.92,Schmidt et al,NA
Parinari corymbosa,C3,-30.305,22.48990063,-12.65,132.92,Schmidt et al,NA
Petalostigma pubescens,C3,-27.885,20.06990063,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-28.075,20.25990063,-12.65,132.92,Schmidt et al,NA
Polygala sp.,C3,-30,22.18490063,-12.65,132.92,Schmidt et al,NA
Terminalia carpentariae,C3,-28.89,21.07490063,-12.65,132.92,Schmidt et al,NA
Allosyncarpia ternata,C3,-30.65,22.83490063,-12.65,132.92,Schmidt et al,NA
Carpentaria acuminata,C3,-34.05,26.23490063,-12.65,132.92,Schmidt et al,NA
Epipremnum amplissimum,C3,-35.02,27.20490063,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-29.14,21.32490063,-12.65,132.92,Schmidt et al,NA
Fagraea racemosa,C3,-32.48,24.66490063,-12.65,132.92,Schmidt et al,NA
Flagellaria guineensis,C3,-32.655,24.83990063,-12.65,132.92,Schmidt et al,NA
Gmelina sp.,C3,-30.675,22.85990063,-12.65,132.92,Schmidt et al,NA
Helicia australasica,C3,-32.355,24.53990063,-12.65,132.92,Schmidt et al,NA
Ilex arnhemensis,C3,-30.605,22.78990063,-12.65,132.92,Schmidt et al,NA
Lindsaea sp.,C3,-32.115,24.29990063,-12.65,132.92,Schmidt et al,NA
Lophopetalum arnhemicum,C3,-30.77,22.95490063,-12.65,132.92,Schmidt et al,NA
Melastoma malabathricum,C3,-31.195,23.37990063,-12.65,132.92,Schmidt et al,NA
Melicope elleryana,C3,-32.55,24.73490063,-12.65,132.92,Schmidt et al,NA
Myristica insipida,C3,-33.185,25.36990063,-12.65,132.92,Schmidt et al,NA
Myrsine benthamiana,C3,-30.775,22.95990063,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-32.37,24.55490063,-12.65,132.92,Schmidt et al,NA
Scleria sp.,C3,-31.23,23.41490063,-12.65,132.92,Schmidt et al,NA
Syzygium forte,C3,-30.12,22.30490063,-12.65,132.92,Schmidt et al,NA
Xanthostemon eucalyptoides,C3,-29.4775,21.66240063,-12.65,132.92,Schmidt et al,NA
Picea abies/obovata,C3,-28.00666667,20.25690389,67.81,20.33,unpub,NA
Chimarrhis turbinata,C3,-29.51,21.5713797,-3,-55,unpub,NA
Cariniana estrellensis,C3,-32.355,24.4163797,-3,-55,unpub,NA
Derris sp,C3,-34.86,26.9213797,-3,-55,unpub,NA
Duguetia flagellaris,C3,-34.175,26.2363797,-3,-55,unpub,NA
Eschweilera pedicellata,C3,-33.06907511,25.13045481,-3,-55,unpub,NA
Eschweilera sp,C3,-29.14333333,21.20471303,-3,-55,unpub,NA
Eschweilera wachenheimii,C3,-29.68023207,21.74161177,-3,-55,unpub,NA
Fusaea longifolia,C3,-31.66588543,23.72726513,-3,-55,unpub,NA
Talisia japurensis,C3,-34.905,26.9663797,-3,-55,unpub,NA
Lecythis lurida,C3,-30.0501105,22.1114902,-3,-55,unpub,NA
Holopsidium sp,C3,-29.71,21.7713797,-3,-55,unpub,NA
Inga laterifolia,C3,-35.27,27.3313797,-3,-55,unpub,NA
Lauracea sixtonia,C3,-28.985,21.0463797,-3,-55,unpub,NA
Lecythis eschilera,C3,-29.92,21.9813797,-3,-55,unpub,NA
Manilkara huberi,C3,-30.54886765,22.61024735,-3,-55,unpub,NA
Micropholis guyanensis,C3,-28.98122191,21.04260161,-3,-55,unpub,NA
Micropholis guyanensis,C3,-29.99,22.0513797,-3,-55,unpub,NA
Pouteria caimito,C3,-30.26857143,22.32995113,-3,-55,unpub,NA
Rinorea guianensis,C3,-31.11940447,23.18078417,-3,-55,unpub,NA
Rinorea sp,C3,-31.63,23.6913797,-3,-55,unpub,NA
Schefflera sp,C3,-28.57,20.6313797,-3,-55,unpub,NA
Scheuchzeria sp,C3,-28.6725,20.7338797,-3,-55,unpub,NA
Sextonia rubra,C3,-28.47,20.5313797,-3,-55,unpub,NA
Sloanea macrophylla,C3,-32.76976922,24.83114892,-3,-55,unpub,NA
Sloanea sp1,C3,-32.01,24.0713797,-3,-55,unpub,NA
Handroanthus heptaphyllus,C3,-31.07420563,23.13558533,-3,-55,unpub,NA
Tachigali myrmecophila,C3,-32.4687947,24.5301744,-3,-55,unpub,NA
Tachigali sp,C3,-33.33,25.3913797,-3,-55,unpub,NA
Trattinnickia panamensis,C3,-31.56107978,23.62245948,-3,-55,unpub,NA
Banksia oblongifolia,C3,-29.1,21.02347287,-33.691,151.144,unpub,NA
Eucalyptus haemastoma,C3,-30.1,22.02347287,-33.691,151.144,unpub,NA
Hakea dactyloides,C3,-30.2,22.12347287,-33.691,151.144,unpub,NA
Hakea teretifolia,C3,-29.7,21.62347287,-33.691,151.144,unpub,NA
Pinus radiata,C3,-28.3,20.2466216,-43.39,172.28,unpub,NA
Pinus radiata,C3,-29.6,21.5239216,-43.39,172.28,unpub,NA
Castanospermum australe,C3,-25.26,17.20784733,-26.75,152.867,unpub,NA
Elaeocarpus oblongus,C3,-28.38,20.32784733,-26.75,152.867,unpub,NA
Grevillea robusta,C3,-27.37,19.31784733,-26.75,152.867,unpub,NA
Cassia leiandra,C3,-30.835,22.89591284,-3.3,-60.617,unpub,NA
Oxandra polyantha,C3,-32.25,24.31091284,-3.3,-60.617,unpub,NA
Spondias mombin,C3,-30.66,22.72091284,-3.3,-60.617,unpub,NA
Abarema adenophora,C3,-28.64,20.70216804,-2.5,-60,unpub,NA
Abarema jupunba,C3,-32.21,24.27216804,-2.5,-60,unpub,NA
Andira micrantha,C3,-32.29,24.35216804,-2.5,-60,unpub,NA
Andira unifoliolata,C3,-30.77,22.83216804,-2.5,-60,unpub,NA
Aniba ferrea,C3,-33.65,25.71216804,-2.5,-60,unpub,NA
Brosimum parinarioides,C3,-29.31,21.37216804,-2.5,-60,unpub,NA
Brosimum potabile,C3,-27.27,19.33216804,-2.5,-60,unpub,NA
Brosimum rubescens,C3,-30.75,22.81216804,-2.5,-60,unpub,NA
Calophyllum brasiliense,C3,-31.24,23.30216804,-2.5,-60,unpub,NA
Chrysophyllum sanguinolentum,C3,-30.88333333,22.94550137,-2.5,-60,unpub,NA
Chrysophyllum ucuquirana-branca,C3,-30.345,22.40716804,-2.5,-60,unpub,NA
Couepia elata,C3,-31.7,23.76216804,-2.5,-60,unpub,NA
Dimorphandra parviflora,C3,-30.57,22.63216804,-2.5,-60,unpub,NA
Dimorphandra sp,C3,-32.46,24.52216804,-2.5,-60,unpub,NA
Diplotropis triloba,C3,-29.71,21.77216804,-2.5,-60,unpub,NA
Dipteryx magnifica,C3,-33.03,25.09216804,-2.5,-60,unpub,NA
Dipteryx punctata,C3,-29.56,21.62216804,-2.5,-60,unpub,NA
Erisma bicolor,C3,-30.15,22.21216804,-2.5,-60,unpub,NA
Eschweilera sp,C3,-32.23,24.29216804,-2.5,-60,unpub,NA
Eschweilera truncata,C3,-33.11333333,25.17550137,-2.5,-60,unpub,NA
Guapira glabriflora,C3,-30.37,22.43216804,-2.5,-60,unpub,NA
Hymenaea parvifolia,C3,-31.08,23.14216804,-2.5,-60,unpub,NA
Hymenolobium sericeum,C3,-28.945,21.00716804,-2.5,-60,unpub,NA
Inga alba,C3,-29.914,21.97616804,-2.5,-60,unpub,NA
Inga lateriflora,C3,-33.45333333,25.51550137,-2.5,-60,unpub,NA
Inga laurina,C3,-31.62,23.68216804,-2.5,-60,unpub,NA
Inga obidensis,C3,-33.91,25.97216804,-2.5,-60,unpub,NA
Inga sp,C3,-30.53,22.59216804,-2.5,-60,unpub,NA
Inga umbratica,C3,-33.36,25.42216804,-2.5,-60,unpub,NA
Lecythis poiteaui,C3,-31.29,23.35216804,-2.5,-60,unpub,NA
Lecythis prancei,C3,-31.15,23.21216804,-2.5,-60,unpub,NA
Licania apetala,C3,-33.07,25.13216804,-2.5,-60,unpub,NA
Licania divaricata,C3,-31.705,23.76716804,-2.5,-60,unpub,NA
Licania hypoleuca,C3,-33.39,25.45216804,-2.5,-60,unpub,NA
Licania oblongifolia,C3,-33.85,25.91216804,-2.5,-60,unpub,NA
Licania sothersiae,C3,-30.36,22.42216804,-2.5,-60,unpub,NA
Manilkara cavalcantei,C3,-30.68,22.74216804,-2.5,-60,unpub,NA
Manilkara sp,C3,-31.915,23.97716804,-2.5,-60,unpub,NA
Mezilaurus ita-uba,C3,-34.09,26.15216804,-2.5,-60,unpub,NA
Micropholis guyanensis,C3,-32.38333333,24.44550137,-2.5,-60,unpub,NA
Mouriri nigra,C3,-30.02,22.08216804,-2.5,-60,unpub,NA
Osteophloeum platyspermum,C3,-29.45,21.51216804,-2.5,-60,unpub,NA
Parinari excelsa,C3,-31.45,23.51216804,-2.5,-60,unpub,NA
Parkia igneiflora,C3,-31.63,23.69216804,-2.5,-60,unpub,NA
Parkia nitida,C3,-30.93,22.99216804,-2.5,-60,unpub,NA
Pourouma tomentosa,C3,-30.92,22.98216804,-2.5,-60,unpub,NA
Pouteria campanulata,C3,-34.465,26.52716804,-2.5,-60,unpub,NA
Pouteria durlandii,C3,-31.45,23.51216804,-2.5,-60,unpub,NA
Pouteria hispida,C3,-30.23,22.29216804,-2.5,-60,unpub,NA
Pouteria sp,C3,-31.24,23.30216804,-2.5,-60,unpub,NA
Protium sp,C3,-32.17,24.23216804,-2.5,-60,unpub,NA
Protium spruceanum,C3,-32.935,24.99716804,-2.5,-60,unpub,NA
Qualea sp,C3,-31.11,23.17216804,-2.5,-60,unpub,NA
Sclerolobium chrysophyllum,C3,-30.88,22.94216804,-2.5,-60,unpub,NA
Sclerolobium sp,C3,-32.155,24.21716804,-2.5,-60,unpub,NA
Scleronema micranthum,C3,-31.1025,23.16466804,-2.5,-60,unpub,NA
Simarouba amara,C3,-30.06,22.12216804,-2.5,-60,unpub,NA
Stryphnodendron guianense,C3,-33.14,25.20216804,-2.5,-60,unpub,NA
Stryphnodendron pulcherrimum,C3,-32.4,24.46216804,-2.5,-60,unpub,NA
Stryphnodendron sp,C3,-31.51,23.57216804,-2.5,-60,unpub,NA
Swartzia brachyrachis,C3,-33.07,25.13216804,-2.5,-60,unpub,NA
Swartzia corrugata,C3,-30.65,22.71216804,-2.5,-60,unpub,NA
Swartzia ingaefolia,C3,-29.31333333,21.37550137,-2.5,-60,unpub,NA
Swartzia panacoco,C3,-29.5025,21.56466804,-2.5,-60,unpub,NA
Swartzia polyphylla,C3,-32.27666667,24.33883471,-2.5,-60,unpub,NA
Swartzia sp,C3,-29.18,21.24216804,-2.5,-60,unpub,NA
Swartzia tomentifera,C3,-30.32,22.38216804,-2.5,-60,unpub,NA
Swartzia ulei,C3,-30.665,22.72716804,-2.5,-60,unpub,NA
Tapura amazonica,C3,-32.24,24.30216804,-2.5,-60,unpub,NA
Virola mollissima,C3,-33.23,25.29216804,-2.5,-60,unpub,NA
Zygia racemosa,C3,-31.55,23.61216804,-2.5,-60,unpub,NA
